"","res","",""
"8792","560","7","1101111"
"8793","560","6","111100"
"8794","560","3","000"
"8795","560","3","010"
"8796","561","3","0"
"8797","561","4","0"
"8798","561","5","11111"
"8799","561","5","11111"
"8800","561","5","11111"
"8801","561","3","111"
"8802","561","8","11111111"
"8803","561","8","11111111"
"8804","561","8","11111111"
"8805","561","3","111"
"8806","562","4","0011"
"8807","562","3","111"
"8808","562","4","0111"
"8809","562","4","0111"
"8810","562","7","1111111"
"8811","562","8","11111111"
"8812","562","7","1111111"
"8813","562","8","11111111"
"8814","562","8","11111010"
"8815","562","10","1111010011"
"8816","562","7","1011011"
"8817","562","4","1000"
"8818","562","3","000"
"8819","563","3","0"
"8820","563","7","1111111"
"8821","563","7","1111110"
"8822","563","8","11111111"
"8823","563","8","11111010"
"8824","563","5","00000"
"8825","563","8","11010111"
"8826","563","3","111"
"8827","564","5","01011"
"8828","564","4","0111"
"8829","564","4","0011"
"8830","564","3","011"
"8831","564","3","111"
"8832","564","5","11011"
"8833","564","5","11111"
"8834","564","7","1111111"
"8835","564","5","11111"
"8836","564","6","111111"
"8837","564","7","1111111"
"8838","564","6","111111"
"8839","564","6","111101"
"8840","565","5","00000"
"8841","565","4","1110"
"8842","565","4","1111"
"8843","565","3","111"
"8844","565","3","111"
"8845","565","6","111111"
"8846","565","8","11111111"
"8847","565","8","11111111"
"8848","565","9","111111111"
"8849","565","8","11111111"
"8850","565","4","1111"
"8851","565","4","1111"
"8852","566","4","1111"
"8853","566","4","1111"
"8854","566","5","11111"
"8855","566","6","111111"
"8856","566","3","111"
"8857","566","6","111111"
"8858","566","5","11111"
"8859","566","5","11110"
"8860","567","6","111111"
"8861","567","9","111011111"
"8862","567","6","111110"
"8863","567","3","110"
"8864","568","4","1"
"8865","568","5","11111"
"8866","568","5","11111"
"8867","568","5","11111"
"8868","568","6","111111"
"8869","568","8","01111111"
"8870","568","5","11110"
"8871","568","4","1011"
"8872","568","4","1111"
"8873","568","4","1111"
"8874","568","4","1111"
"8875","568","3","000"
"8876","568","3","111"
"8877","568","3","111"
"8878","568","3","101"
"8879","569","7","0000111"
"8880","569","6","111111"
"8881","569","3","111"
"8882","569","3","110"
"8883","570","4","0111"
"8884","570","4","0000"
"8885","570","8","11111111"
"8886","570","8","11111111"
"8887","570","4","0000"
"8888","570","7","1111111"
"8889","570","9","101111111"
"8890","570","8","11111111"
"8891","570","9","111111111"
"8892","571","6","111111"
"8893","571","6","111111"
"8894","571","6","101111"
"8895","571","4","1111"
"8896","572","3","111"
"8897","572","3","111"
"8898","572","5","11110"
"8899","572","3","101"
"8900","572","4","1101"
"8901","572","4","1101"
"8902","573","6","111101"
"8903","573","8","11111111"
"8904","573","9","111111011"
"8905","573","7","1111111"
"8906","573","5","11111"
"8907","574","7","1101111"
"8908","574","7","1111111"
"8909","574","5","11111"
"8910","574","6","000000"
"8911","574","3","000"
"8912","574","3","000"
"8913","574","4","1111"
"8914","575","8","11111111"
"8915","575","9","111111111"
"8916","575","8","11111111"
"8917","575","5","01111"
"8918","575","4","1111"
"8919","575","7","1111111"
"8920","575","6","111111"
"8921","575","4","0001"
"8922","576","7","1111111"
"8923","576","5","01111"
"8924","577","3","111"
"8925","577","3","111"
"8926","577","8","11111111"
"8927","577","8","11111111"
"8928","577","8","11111111"
"8929","577","4","0000"
"8930","577","7","1111111"
"8931","577","6","111111"
"8932","577","6","000000"
"8933","577","7","1111111"
"8934","577","6","111111"
"8935","577","4","0000"
"8936","577","5","00000"
"8937","577","4","0011"
"8938","577","8","01111011"
"8939","577","4","0111"
"8940","577","3","101"
"8941","577","4","0111"
"8942","577","3","000"
"8943","577","4","0000"
"8944","578","5","01111"
"8945","578","6","011111"
"8946","578","8","11111111"
"8947","578","8","11010111"
"8948","578","8","11111111"
"8949","578","10","1111111111"
"8950","578","8","11111111"
"8951","578","7","1111111"
"8952","578","6","101111"
"8953","578","5","11111"
"8954","578","6","101111"
"8955","578","6","111101"
"8956","578","6","111111"
"8957","578","5","11101"
"8958","579","4","1111"
"8959","579","4","1111"
"8960","579","4","1111"
"8961","579","4","1110"
"8962","579","5","11111"
"8963","579","4","1110"
"8964","579","3","111"
"8965","579","3","111"
"8966","580","7","1111111"
"8967","580","6","000000"
"8968","580","6","000110"
"8969","580","6","000000"
"8970","580","3","111"
"8971","580","4","1111"
"8972","580","3","111"
"8973","580","3","111"
"8974","580","6","111111"
"8975","580","6","111111"
"8976","580","4","1111"
"8977","580","8","11111111"
"8978","580","5","11111"
"8979","580","4","1111"
"8980","580","3","111"
"8981","581","4","000"
"8982","581","5","000"
"8983","581","5","11110"
"8984","581","5","11110"
"8985","581","3","110"
"8986","581","3","111"
"8987","581","4","1111"
"8988","582","3","000"
"8989","582","5","00000"
"8990","582","7","1111110"
"8991","582","7","1111111"
"8992","582","4","1111"
"8993","582","7","0000000"
"8994","583","5","01111"
"8995","583","4","1111"
"8996","583","5","11101"
"8997","583","6","011111"
"8998","583","4","1111"
"8999","583","5","11111"
"9000","583","4","1101"
"9001","583","3","000"
"9002","583","6","111100"
"9003","583","6","110111"
"9004","584","8","11111101"
"9005","584","7","1111111"
"9006","584","3","111"
"9007","584","4","1011"
"9008","584","6","111111"
"9009","585","6","111111"
"9010","585","8","11111110"
"9011","585","5","11111"
"9012","585","5","11111"
"9013","585","4","0111"
"9014","585","4","0111"
"9015","585","4","1111"
"9016","585","3","111"
"9017","585","6","111111"
"9018","585","3","111"
"9019","586","3","11"
"9020","586","3","11"
"9021","586","6","111111"
"9022","586","6","011011"
"9023","586","6","111111"
"9024","586","7","1111111"
"9025","586","6","111111"
"9026","586","7","1111111"
"9027","586","5","11111"
"9028","586","3","111"
"9029","586","5","11111"
"9030","586","3","111"
"9031","587","3","0000"
"9032","587","5","11111"
"9033","587","4","0111"
"9034","588","5","11111"
"9035","588","5","01111"
"9036","588","5","11110"
"9037","588","4","1101"
"9038","588","3","111"
"9039","588","3","011"
"9040","588","3","111"
"9041","588","4","1110"
"9042","588","3","100"
"9043","589","5","11111"
"9044","589","6","111111"
"9045","589","4","0000"
"9046","589","5","11111"
"9047","589","6","111111"
"9048","589","6","111111"
"9049","589","6","110101"
"9050","589","6","111011"
"9051","589","5","11111"
"9052","589","5","11011"
"9053","590","3","1"
"9054","590","3","1"
"9055","590","5","10111"
"9056","590","5","01011"
"9057","590","3","101"
"9058","590","3","011"
"9059","590","3","011"
"9060","590","3","101"
"9061","590","3","111"
"9062","590","4","1111"
"9063","590","5","11111"
"9064","590","4","1111"
"9065","590","3","111"
"9066","591","3","0"
"9067","591","4","1111"
"9068","591","3","111"
"9069","591","3","111"
"9070","591","4","1111"
"9071","592","5","11111"
"9072","592","5","10011"
"9073","592","7","1111111"
"9074","592","5","11111"
"9075","592","4","1111"
"9076","592","5","11111"
"9077","593","6","111111"
"9078","594","3","111"
"9079","594","3","111"
"9080","594","8","11111111"
"9081","594","7","1111101"
"9082","594","7","1111111"
"9083","594","8","11111111"
"9084","594","7","1111111"
"9085","594","6","111010"
"9086","594","4","0000"
"9087","594","4","1010"
"9088","595","6","111001"
"9089","595","7","0111111"
"9090","595","7","1111011"
"9091","596","4","1111111"
"9092","596","5","11110"
"9093","596","6","110000"
"9094","596","4","0000"
"9095","597","4","0000"
"9096","597","4","0000"
"9097","597","4","0000"
"9098","597","7","0000"
"9099","597","7","1111111"
"9100","597","4","1111"
"9101","597","4","1111"
"9102","597","8","11111111"
"9103","597","6","000000"
"9104","598","3","000000"
"9105","598","4","000000"
"9106","598","5","11101"
"9107","598","6","111110"
"9108","598","7","1111101"
"9109","598","6","111011"
"9110","598","6","111011"
"9111","598","5","11011"
"9112","598","4","0011"
"9113","598","3","111"
"9114","599","3","000000000"
"9115","599","5","11111"
"9116","599","5","11111"
"9117","599","5","11101"
"9118","600","4","1101"
"9119","600","6","110111"
"9120","600","4","0111"
"9121","600","3","111"
"9122","600","3","011"
"9123","600","4","1111"
"9124","600","3","111"
"9125","600","7","1111111"
"9126","600","5","00000"
"9127","600","6","111011"
"9128","600","3","111"
"9129","600","4","1111"
"9130","600","3","101"
"9131","600","3","111"
"9132","600","3","111"
"9133","600","3","111"
"9134","601","3","000"
"9135","601","3","111"
"9136","601","3","101"
"9137","601","7","1001111"
"9138","601","4","0000"
"9139","602","5","1111"
"9140","602","5","11111"
"9141","602","4","0000"
"9142","602","6","111111"
"9143","602","8","11111111"
"9144","602","4","0000"
"9145","603","3","1"
"9146","603","7","1"
"9147","603","6","111111"
"9148","604","3","11"
"9149","604","3","11"
"9150","604","3","11"
"9151","604","6","11"
"9152","604","8","11110111"
"9153","604","8","11111111"
"9154","604","4","1110"
"9155","605","6","000000"
"9156","605","10","1111101111"
"9157","605","9","011110010"
"9158","605","7","1111101"
"9159","605","4","1111"
"9160","605","4","0000"
"9161","606","3","00000"
"9162","606","3","111"
"9163","606","6","111111"
"9164","606","9","111111111"
"9165","606","5","00000"
"9166","606","9","111111111"
"9167","606","4","0000"
"9168","606","3","000"
"9169","606","12","111111111111"
"9170","606","9","111111111"
"9171","606","9","111111111"
"9172","606","5","11100"
"9173","606","8","01011000"
"9174","607","5","0000"
"9175","607","7","1111101"
"9176","607","6","111101"
"9177","607","6","111101"
"9178","607","7","1110111"
"9179","607","6","111011"
"9180","607","7","1011111"
"9181","607","8","11111011"
"9182","607","8","11111111"
"9183","607","5","10111"
"9184","608","11","11111111111"
"9185","608","7","0110111"
"9186","608","7","0110111"
"9187","609","7","0000000"
"9188","609","7","0000000"
"9189","609","6","111111"
"9190","609","9","111111111"
"9191","609","3","101"
"9192","609","3","101"
"9193","609","3","011"
"9194","610","3","011"
"9195","610","7","1111101"
"9196","610","8","00000000"
"9197","610","7","0001100"
"9198","611","3","0"
"9199","611","6","111111"
"9200","611","9","111111111"
"9201","611","10","1111111111"
"9202","611","10","1111111111"
"9203","611","11","11111111111"
"9204","611","6","111110"
"9205","611","3","111"
"9206","611","4","1110"
"9207","611","3","110"
"9208","611","5","11011"
"9209","611","3","110"
"9210","611","4","1011"
"9211","612","7","1110111"
"9212","612","8","11111111"
"9213","612","9","111100111"
"9214","612","8","11111111"
"9215","612","6","111111"
"9216","612","4","1111"
"9217","612","4","1111"
"9218","612","3","111"
"9219","613","5","1"
"9220","613","5","11111"
"9221","613","4","0000"
"9222","613","3","000"
"9223","613","3","111"
"9224","613","3","111"
"9225","613","4","0000"
"9226","614","6","111111"
"9227","614","7","1111111"
"9228","614","7","1111110"
"9229","614","7","1111111"
"9230","614","4","1111"
"9231","614","9","111111111"
"9232","614","7","0000000"
"9233","614","8","11111111"
"9234","614","7","1111111"
"9235","615","5","11"
"9236","615","4","0000"
"9237","615","5","11111"
"9238","615","7","1111111"
"9239","615","5","11111"
"9240","615","5","11111"
"9241","615","4","1110"
"9242","616","5","11111"
"9243","616","7","1111111"
"9244","616","8","11111111"
"9245","616","6","111111"
"9246","616","9","111101111"
"9247","616","7","1101111"
"9248","616","6","111111"
"9249","616","4","1011"
"9250","617","5","11111"
"9251","617","4","1111"
"9252","617","6","111111"
"9253","617","5","11111"
"9254","617","4","0000"
"9255","618","4","1"
"9256","618","6","101111"
"9257","618","9","111111111"
"9258","618","8","11111111"
"9259","618","8","11111111"
"9260","618","8","11011111"
"9261","618","6","111111"
"9262","618","5","00101"
"9263","618","5","11111"
"9264","618","4","1111"
"9265","618","3","111"
"9266","619","4","1111"
"9267","619","4","1111"
"9268","619","4","1111"
"9269","619","4","1111"
"9270","619","4","1111"
"9271","619","4","0111"
"9272","619","5","10111"
"9273","619","5","11110"
"9274","619","4","1111"
"9275","619","5","11111"
"9276","619","5","11111"
"9277","619","4","1111"
"9278","619","4","1111"
"9279","621","3","111"
"9280","621","8","11111111"
"9281","621","6","111111"
"9282","621","4","1111"
"9283","621","4","1111"
"9284","621","7","1111111"
"9285","621","5","01111"
"9286","621","5","01010"
"9287","621","5","11011"
"9288","622","3","000"
"9289","622","3","001"
"9290","622","3","000"
"9291","622","3","000"
"9292","622","4","1111"
"9293","622","4","1111"
"9294","622","3","111"
"9295","622","3","111"
"9296","623","7","1111111"
"9297","623","8","11111110"
"9298","623","10","1111111111"
"9299","623","4","0000"
"9300","623","5","11111"
"9301","623","4","1011"
"9302","623","4","1111"
"9303","623","3","111"
"9304","623","5","11111"
"9305","623","3","111"
"9306","624","5","11111"
"9307","624","5","11111"
"9308","624","6","111111"
"9309","624","5","11011"
"9310","625","4","0"
"9311","625","5","0"
"9312","625","5","0"
"9313","625","7","0"
"9314","625","4","1011"
"9315","625","4","1011"
"9316","625","4","1101"
"9317","625","5","11111"
"9318","625","5","11111"
"9319","625","4","0000"
"9320","626","5","01111"
"9321","626","5","00111"
"9322","626","5","01100"
"9323","626","4","1100"
"9324","626","3","101"
"9325","626","6","111111"
"9326","626","3","111"
"9327","626","3","111"
"9328","627","5","00011"
"9329","627","3","001"
"9330","627","8","11111111"
"9331","627","7","1111111"
"9332","627","5","11111"
"9333","627","5","11111"
"9334","627","5","11111"
"9335","628","3","0"
"9336","628","3","0"
"9337","628","3","0"
"9338","628","4","0"
"9339","628","3","000"
"9340","628","4","1111"
"9341","628","4","1111"
"9342","628","6","101110"
"9343","628","5","11111"
"9344","629","4","111"
"9345","629","4","111"
"9346","629","6","111"
"9347","629","3","011"
"9348","629","4","1111"
"9349","629","4","1111"
"9350","629","4","1111"
"9351","629","6","111111"
"9352","629","6","111111"
"9353","629","4","0000"
"9354","629","4","1111"
"9355","629","4","1111"
"9356","629","5","11110"
"9357","629","5","11111"
"9358","629","5","11111"
"9359","629","3","110"
"9360","630","3","1"
"9361","630","5","10111"
"9362","630","3","111"
"9363","630","3","011"
"9364","630","3","011"
"9365","630","3","111"
"9366","630","5","11000"
"9367","631","3","11"
"9368","631","5","11"
"9369","631","5","11"
"9370","631","5","11"
"9371","631","4","11"
"9372","631","4","1111"
"9373","631","3","111"
"9374","631","3","111"
"9375","632","4","1111"
"9376","632","6","111111"
"9377","632","4","1111"
"9378","632","4","1111"
"9379","632","8","10001111"
"9380","632","9","100011111"
"9381","633","3","11"
"9382","633","6","111111"
"9383","633","6","111111"
"9384","633","3","000"
"9385","633","8","11111111"
"9386","633","8","11111111"
"9387","633","7","1111111"
"9388","633","8","11111111"
"9389","633","7","1111111"
"9390","634","4","1"
"9391","634","4","1100"
"9392","634","6","110111"
"9393","634","7","0001110"
"9394","634","7","1111110"
"9395","634","5","01011"
"9396","634","5","11111"
"9397","634","5","11101"
"9398","634","5","11111"
"9399","634","3","001"
"9400","634","3","001"
"9401","635","3","111"
"9402","635","3","101"
"9403","635","5","11111"
"9404","635","5","11111"
"9405","636","3","111101"
"9406","637","6","111111"
"9407","637","6","111110"
"9408","637","7","1111101"
"9409","637","7","1111111"
"9410","637","6","111111"
"9411","637","7","1111111"
"9412","637","4","0000"
"9413","637","4","1010"
"9414","637","3","000"
